model,category,key_no,symbol,part_number,description
SPEC-1,Pre-Amplifier,,,ASD-046,Rotary switch (MODE)
SPEC-1,Pre-Amplifier,,,ASD-040,Rotary switch (SPEAKERS)
SX-450,Receiver,,,ARB-193,Operating instructions SX-450 (English-HG)
SX-550,Receiver,,,AWK-059,AF Amplifier Assembly (S)
SX-550,Receiver,,FU3,AEK-402,Fuse 1A (HG)
SA-900,Integrated Amplifier,,S15,S11-024-0,POWER Switch
SA-800,Integrated Amplifier,,,W28-007-A,Protector unit
SA-600,Integrated Amplifier,,S5,S42-012-A,Lever switch (Loudness)
SA-600,Integrated Amplifier,,,ARB-012-0,Operating instructions
SA-500,Integrated Amplifier,,,S31-018-O,Speakers switch
SA-500,Integrated Amplifier,,,E22-006-O,Pilot Lamp
SA-500A,Integrated Amplifier,,,H12-159-0,Cardboard Spacer
SA-500A,Integrated Amplifier,,C7,C43-003-0,Ceramic 0.01 DC 1.4kV (FV)
SPEC-2,Amplifier,,D1,KBH-2504,Diode
RT-1011L,Reel To Reel Tape,,S14,RSH-013-0,Frequency switch
RT-1011L,Reel To Reel Tape,2-28,,RNE-386-B,Solenoid bracket
RT-1011L,Reel To Reel Tape,4-39,,RWS-024-0,SW circuit assembly
TX-9500II,Tuner,,,AWD-009,MPX AF assembly
TX-9500II,Tuner,,,ATT-348,Power transformer(HG)
RT-1020L,Reel To Reel Tape,,C1,RCH-010-0,"Electrolytic capacitor 1,000uF 50V"
RT-1020L,Reel To Reel Tape,,"S13, S14",RSL-004-0,Frequency switch
RT-1020L,Reel To Reel Tape,,D3,W06B,Diode
RT-1020L,Reel To Reel Tape,1-38,,RBF-007-0,Nylon washer
RT-1020L,Reel To Reel Tape,2-2,,RLA-300A,Tape guide (A)
RT-1020L,Reel To Reel Tape,2-19,,RLA-307-0,Pinch arm shaft
RT-1020L,Reel To Reel Tape,4-14,"C3, C4",RCL-010-0,Phase capacitor 0.5 +4uF 250V
SA-5500II,Integrated Amplifier,,,ACV-182,Variable resistor (BASS)
CT-F1000,Cassette Tape,,,RAA-184,Knob B assembly (PAUSE)
CT-F1000,Cassette Tape,,,RSK-038,"Lever switch A (REC-LIMITER, BlAS)"
CT-F1000,Cassette Tape,,C004,CKDYF 473Z 50,Ceramic 0.047 50V
PL-530,Turntable,,,PWR-821,"Power supply assembly (S, ST)"
PL-550,Turntable,,,PMM-097,Cabinet
PL-550,Turntable,,S101,KSF-023,Microswitch (Power)
SX-2500,Receiver,,,W15-050-A,CONTROL AMP Unit
SX-2500,Receiver,,,E32-016-O,Cord Band
SX-3900,Receiver,,,AAV-008,Fluorescent indicator tube
SX-9000,Receiver,,,M21-356-0,Side Panel(R)
SX-440,Receiver,,,E21-007-0,Fuse 0.5A
SX-3800,Receiver,,,ADG-046,"AC power cord (S,S/G)"
SX-990,Receiver,,,T24-030-O,Choke Coil
SX-990,Receiver,,,E21-004-0,Fuse 1A
SX-3700,Receiver,,T1,ATT-696,Power transformer
SX-3700,Receiver,,PL4 - PL11,AEL-075,"Lamp with wire (8V,50mA)"
M-25,Amplifier,,,AKE-033,Terminal (GND)
TX-9500,Tuner,,FU4,AEK-107-0,"Fuse 0.5A (primary) 110,120 or130V"
TX-9500,Tuner,,S1,ASD-037-A,Rotary switch (FUNCTION)
TX-5300,Tuner,,T2,ATB-038-0,"T2, Ferrite bar antenna"
TX-5300,Tuner,,,ARE-130-0,Operating instructions TX-5300 (English)
SA-7700,Integrated Amplifier,,Q101,2SD737S-B or C,Transistor
SA-706,Integrated Amplifier,,,GWX-163,Tone & Indicator assembly (HG)
SA-706,Integrated Amplifier,,FU2,AEK-108,"Fuse (5A, for 110V/120V - S,S/G)"
SA-706,Integrated Amplifier,,,ADG-016,"AC power cord (S,S/G)"
SA-706,Integrated Amplifier,,,ANB-592,Front panel assembly (HG)
SA-706,Integrated Amplifier,,,AEK-102,"Fuse (2.5A - S,S/G)"
SA-6700,Integrated Amplifier,,C1,ACG-003,Ceramic 0.01 125V
SA-606,Integrated Amplifier,,,ACV-184,Variable resistor 250kΩ (VOLUME)
SG-90,Equalizer,,,ARC-060,Operating instructions (S - Spanish)
QA-800,Integrated Amplifier,,VR1,ACV-302-0,4 gang 500k-B (VOLUME)
QA-800A,Integrated Amplifier,,,AWG-001-0,Control amp unit
QX-4000,Receiver,11,,AWE-003-D,Tuner unit
QX-4000,Receiver,19,,AKB-009-0,2P input terminal board
QX-4000,Receiver,32,,ANA-027-0,Chassis
QX-4000,Receiver,36,,AKC-016-0,4P lug terminal
QX-4000,Receiver,,,ASG-026-0,Mini-switch (SPEAKERS)
QX-8000,Receiver,,,K72-007-B,Speaker Plug
QX-9900,Receiver,,,D52-013-0,FM T-type antenna
QX-9900,Receiver,2-54,,AWX-036-0,Headphone unit
QX-9900,Receiver,2-84,,AEC-006-0,Pulley
H-R9000,8-Track Tape,A-20,,CNC-545-0,"Holder, Tuner Unit"
H-R9000,8-Track Tape,B-53,,CWF-013-0,R/P Amplifier Assembly
H-R9000,8-Track Tape,B-73,,CBH-103-0,Spring (Program Lever Return)
H-R99,8-Track Tape,2-32,,B33-671-B,Spring (Lock Plate Assembly)
H-R99,8-Track Tape,2-33,,N52-672-A,Spacer
H-R99,8-Track Tape,2-40,,CBF-034-0,Teﬂon Washer
H-R99,8-Track Tape,2-69,,CNC-462-0,Meter Holder
H-R99,8-Track Tape,2-73,,N52-728-0,Spacer
QX-646,Receiver,12,,ANH-096-0,Selector cover
QX-646,Receiver,,F3. F4,AKE-004-0,Fuse 1A (Protection - KUW model)
QX-646,Receiver,,,AEL-006-0,Pilot lamp (CD-4 indicator)
QX-646,Receiver,84,,AAD-050-0,Knob Push Switch (SPEAKERS/LOUDNESS/TAPE MON/FM MUTING)
QX-747,Receiver,2-11,,AAB-064-A,Knob (level)
QX-747,Receiver,2-55,,ANG-088-A,Pulley-held metal
QX-747,Receiver,,C9,CKDYF 103Z 50,Ceramic 0.01 50V
QX-747,Receiver,,,AHD-189-0,Packing case
QX-747A,Receiver,,C6,ACG-001,Ceramic 0.01 250V
QX-747A,Receiver,,FU2,AEK-106,Fuse 1A (secondary)
QX-747A,Receiver,,FU4,AEK-106,Fuse 1A (secondary)
QX-747A,Receiver,,VR1,ACV-110,"Variable resistor 100k-B, dual (BASS)"
QX-949,Receiver,1-29,,AWR-039-0,Power supply circuit-B assembly
QX-949,Receiver,2-45,,AWG-023-0,Control amplifier assembly
QX-949,Receiver,2-53,,ANH-165-A,Shield plate
QX-949,Receiver,2-78,,ANH-156-A,Lamp box
QX-949,Receiver,,R9,RD¼P5 104J,Carbon film 100k
QX-949,Receiver,2-40,VR1a,ACV-014-0,Variable resistor 10k-C (CD4 separation)
QX-949,Receiver,,,AHD-187-0,Packing case
QX-949A,Receiver,,,ASG-049,"Push switch (TAPE MONITOR 2CH, 4CH-1, 4CH-2,DOLBY NR ADAPTOR, LOUDNESS)  ---- Requires Verification"
QX-949A,Receiver,,,AWM-077,SQ/RM decoder assembly
QX-949A,Receiver,,C13,ACG-001,Ceramic capacitor 0.01uF 250V
QX-949A,Receiver,,,AKE-012,Binding post for ground
QX-949A,Receiver,,VR2,ACV-110-0,Variable resistor dual 100k-B (FRONT TREBLE)
QX-949A,Receiver,,,ADG-004,AC Power Cord (QX-949A/F)
QT-74,Reel To Reel Tape,1-6,,A66-852-A,Finger rest
QT-74,Reel To Reel Tape,2-1,,RAP-033-0,Aluminum frame
QT-74,Reel To Reel Tape,2-3,,RAP-024-0,Aluminum frame (A)
QT-74,Reel To Reel Tape,3-2,,RXE-010-0,Push switch assembly
QT-74,Reel To Reel Tape,3-14,,RAH-075-0,REC./P.B. head template A2
QT-74,Reel To Reel Tape,4-9,,RWX-004-0,Lamp board
QT-74,Reel To Reel Tape,6-29,,RXX-055-0,Clutch cam pulley assembly (B)
QT-74,Reel To Reel Tape,6-92,,N51-854-0,Stepped washer (B)
QT-6100,Reel To Reel Tape,1-2,,RAA-005-0,"Knob, REC level (L)"
QT-6100,Reel To Reel Tape,2-16,,RXX-001 -0,REC/P.B. head (4 channel) ass'y
QT-6100,Reel To Reel Tape,2-50,,W72-862-0,Pinch roller stopper ass'y
QT-6100,Reel To Reel Tape,3-2,,B28-851-0,Slot pin
QT-6600,Reel To Reel Tape,3-20,T3,RTT-007-A,Power transformer
QT-6600,Reel To Reel Tape,4-17,,B23-865-0,Teflon wahser
QT-6600,Reel To Reel Tape,4-68,,S21-851-0,Shut-0ff switch
QT-6600,Reel To Reel Tape,,R2,RD¼PS 334K,Carbon film 330k
PL-15D,Turntable,1-22-16,,B22-650-0,Washer
PL-15D,Turntable,1-41,,KEC-010-0,Dust cover
PL-15D,Turntable,,S2,RSH-003-A,Line voltage switch
PL-518,Turntable,,,PNR-064,Arm base
PL-510A,Turntable,,,PXA-221,Strobo case assembly
PL-510,Turntable,,,PPD-539,Tonearm assembly
PL-510,Turntable,,,PNW-176,PU Plate
PL-510S,Turntable,,,PMM-042,Cabinet
PL-117D,Turntable,,,PXA-134,Center shaft assembly
PL-25/F,Turntable,191,,M62-603-0,Nut
PL-51A,Turntable,1-15,,KEX-002-A,Screwdriver
PL-51A,Turntable,2-8,,KXM-021-G,Motor
PL-51A,Turntable,2-86,,KNA-191-B,Lever
PL-51,Turntable,1-15,,KEX-002-A,Screwdriver
PL-51,Turntable,2-35,,KXA-603-A,Spring hinge assembly
PL-51,Turntable,2-64,,KNA-575-A,Plate
PL-51,Turntable,2-83,,KLA-154-0,Bail lever shaft
PL-55X,Turntable,,,KNK-148-A,Return lever
PL-55X,Turntable,,,KEX-002-A,Screwdriver
PL-A45,Turntable,1-28,,KNK-299-A,Control template
PL-A45,Turntable,3-4,,B31-745-B,Spring
PL-A45,Turntable,,,KXA-084-C,FUNCTION LEVER ASSEMBLY
PL-A45,Turntable,9-19,,N93-035-B,Elevator cam
PL-A45,Turntable,13-14,,B11-054-C,Screw
PL-A45D,Turntable,1-43,,B33-603-0,Shaft
PL-A45D,Turntable,2-18,,W73-660-0,Spacer
PL-A45D,Turntable,4-22,,B31-026-B,Spring
PL-A45D,Turntable,11-34,,KBA-045-0,Screw
PLC-590,Turntable,,,PXA-352,D.D Motor
PLC-590,Turntable,,,PAD-020,"Knob (Speed, QL)"
PL-A505,Turntable,1-10,,KNA-368-B,Fling
PL-A505,Turntable,1-110,,KNH-078-0,Balance weight
PL-A505,Turntable,2-32,,KBH-091-0,Spring
PL-A505,Turntable,3-23,,KNA-522-B,Angle
PL-A505,Turntable,4-3,,KNK-320-A,Cover
PL-55/55D,Turntable,1-18-2004,,B31-696-0,Spring
PL-55/55D,Turntable,3-15,,KBF-007-0,Teflon washer
PL-100/100X,Turntable,1-29,,PBF-005,AS knob washer
PL-100/100X,Turntable,3-2,,PHA-108,Side protector R
PL-200/200X,Turntable,1-52,,PBF-005,AS washer
PL-200/200X,Turntable,1-55,,PNX-085,Arm base (PL-200X)
PL-200/200X,Turntable,2-17,,PNX-035,Plate
SX-680/690,Receiver,,,GWX-183,Deemphasis switch assembly (S/SG type)
SX-680/690,Receiver,,S9,ASG-508/ASG-503,Push switch (POWER - KU type)
PL-560,Turntable,,,PAA-035,Knob (QL/Pitch control)
PL-560,Turntable,,,PEB-037,Rubber cushion
SR-202W,Reverb,,,AMN-001-0,Wooden Case
SR-303,Reverb,,"S3,S4,S5",ASG-212,3-gang push switch (REVERBERATION)
SR-303,Reverb,37,,ADG-023,AC power cord
TX-9100,Tuner,9,,ANK-034-0,P.C board cover
TX-9100,Tuner,14,,AWE-026-0,AM/FM IF amplifier assembly
TX-9100,Tuner,46,,K13-047-0,Ground terminal strip (4Pl
TX-9100,Tuner,50,,AWM-038-0,"Volume, headphone amplifier assembly"
PL-600/600X,Turntable,3-9,,KEX-002,Driver
PL-630,Turntable,,,PWR-048,Power supply assembly (KUT)
PL-630,Turntable,,,PAD-040,"Cap (SPEED,QL)"
PL-630,Turntable,,,PDX-003,Output cord assembly (KCT)
PL-640/S40,Turntable,,,PAD-138,EV button unit  PL-640/WB Type
PL-L800,Turntable,1-25,,PNX-257,Cramp knob
PL-L800,Turntable,3-15,,XWX-064,Lamp assembly
PL-L1000,Turntable,1-6,,PDE-065,Connector assembly
PL-L1000,Turntable,1-12,,PNX-092,Lever
PL-L1000,Turntable,2-50,,PAD-064,EV adjust screw
PL-L1000,Turntable,4-10,,PNW-375,Spring holder
PL-L1000,Turntable,5-8,,PNX-097,Spacer
CT-F1050,Cassette Tape,3-13,,RNL-010,Cylinder
CT-F1250,Cassette Tape,1-43,,RAA-295,BLE knob
CT-F1250,Cassette Tape,3-7,,RBH-564,Spring
A-5,Integrated Amplifier,,,AKN-030,JACK(HEADPHONE)
A-71,Integrated Amplifier,,,ACN-130,RESISTOR(.47 OHMS/5 WATT X 2)
PL-50,Turntable,1-103,,N54-755-0,Spacing post
PL-50,Turntable,,,W72-069-G,AUTO-RETURN MECHANISM ASSEMBLY
PL-50,Turntable,3-2,,B31-698-0,Ring
PL-50,Turntable,6-15,,W72-602-0,Rotator plate unit (A)
PL-A35,Turntable,9-5-26,,KBH-040-0,Spring
PL-12DII,Turntable,,,A61-602-0,Ring
RT-707,Reel To Reel Tape,,,RBH-329,T spring A
RT-707,Reel To Reel Tape,,,PLA-676,Release arm stad
RT-707,Reel To Reel Tape,,,REA-016,Head cleaning assembly
RT-707,Reel To Reel Tape,,,RWG-069,Servo amplifier assembly (HG)
RT-701,Reel To Reel Tape,,,RNF-078,E head spacer B (for E head height adjustment)
RT-701,Reel To Reel Tape,,,RAH-172,Cap
RT-701,Reel To Reel Tape,,,RWS-067,Switch assembly  (Improved - KC)
RT-909,Reel To Reel,3-68,,RXB-196,Pinch arm R assembly
RT-909,Reel To Reel,,,RHG-318,Packing case (D/G)
A-9,Integrated amplifier,1-14,,AAD-340,Push knob C
A-9,Integrated amplifier,,"RL1, RL2",ASR-068,Relay
CT-F500/505,Cassette Tape,,,RAA-117,Knob A (INPUT LEVEL R)
CT-F500/505,Cassette Tape,,,RXA-962,Pulley assembly
TX-7100,Tuner,1-16,,M49-025-E,Pulley's shaft
TX-7100,Tuner,1-61,,M49-127-A,AC outlet-held metal
TX-7100,Tuner,1-64,,AWR-027-0,Power supply circuit assembly
TX-6800/608,Tuner,2-17,,AAW-102,Twin meter (SIGNAL/TUNING)
TX-6800/608,Tuner,,,ARB-327-A,"Operating instructions  (TX-608  S,S/G,HE,HB)"
TX-8500II,Tuner,,,AEL-072,Lamp with wire 8V 50mA (STEREO)
CT-F600/605,Cassette Tape,1-55,,RNK-558,REC joint
CT-F600/605,Cassette Tape,1-21,,RAH-284,Front panel - CT-F605/KU Model
CT-F600/605,Cassette Tape,3-77,,RXM-055,Motor
CT-F600/605,Cassette Tape,4-5,,REA-021,Head cleaning kit
CT-F600/605,Cassette Tape,4-7,,RDE-010 (RDE-024) (RDE-025),Cord
H-22,8-Track Tape,,,CHA-415-0,Packing Case
H-22,8-Track Tape,,,CHA-416-0,Styrofoam
SX-5,Receiver,,"C411,C414",ACH-224,Electrolytic (8000/42V)
SX-7,Receiver,,,AWE-114,Tuner assembly
SX-7,Receiver,1-49,,AEC-327,Strain relief
TX-130L,Tuner,,,ADG-063,AC power cord (HB type)
TX-130L,Tuner,,T101,ATT-881,Power transformer
TX-130L,Tuner,,,AHE-042,Packing case
CT-F750,Cassette Tape,1-9,,RBH-636,Spring
CT-F750,Cassette Tape,1-78,,RED-168,Mask
CT-F750,Cassette Tape,1-43,S008,RSA-028,Power switch
SX-1500TD,Receiver,,,W15-106-0,MIC Amp Unit
SX-1500TD,Receiver,,,E22-017-0,Pilot Lamp 8V. 0.3A
SX-1500TD,Receiver,,,B11-015-0,"Screw, to fix Wooden Case"
SX-700T,Receiver,,,W14-004-C,AM Unit
SX-3600/720,Receiver,2-13,,AEL-075,"Lamp with wire (8V, 50mA)"
SX-3600/720,Receiver,2-26,,GWX-483,LED assembly (A)
SX-3400,Receiver,2-39,,ADG-023,Power cord (KU)
SX-3500,Receiver,,,AXA-290,Tuning shaft assembly
SX-3500,Receiver,,"C1301, Q302",2SB616A40 or 2SB616A-R,Transistor
SX-8,Receiver,,,AKB-078,"Terminal (PHONO, AUX)"
SX-8,Receiver,2-17,,AAD-470,Knob (MEMORY)
TX-7800,Tuner,,VR2,C92-051,VCO adjust 4.7k
TX-7800,Tuner,,VR3,ACP-056,Pilot auto canceller adjust 22k
F-7,Tuner,,,AKP-016,Connector socket (FM 75)
A-7,Integrated Amplifier,1-15,,AAD-338,Push knob (A - MUTING)
A-7,Integrated Amplifier,2-22,,AEC-782,Spacer
SX-D5000,Receiver,2-11,,GWX-529,Headphones assembly
SX-D7000,Receiver,,,AWH-097,Power amplifier assembly (KU)
SA-1050,Integrated Amplifier,,,AEL-369,LED indicator (ADAPTER/TAPE2)
SA-3000,Integrated Amplifier,1-24,,AAB-189,Knob (VOLUME)
A-27,Integrated Amplifier,,,GWG-119,Tone assembly
A-27,Integrated Amplifier,,T1,ATT-538,Power transformer (L) - S/G
A-27,Integrated Amplifier,,,AKP-004,AC socket (AC OUTLETS) - KU
A-27,Integrated Amplifier,,,AEC-099,Capacitor cover (for C2) - S/G
A-60,Integrated Amplifier,1-3,,AWF-060,Equalizer amp. ass’y
A-80,Integrated Amplifier,,,ARE-087,"Operating instructions  A-80 (English, French, German, Italian) - HE"
A-88X,Integrated Amplifier,1-18,,ADG-089,AC Power cord
A-88X,Integrated Amplifier,,"RY1, RY2",ASR-108,Relay
SA-940,Integrated Amplifier,,,ARB-544,Operating instructions  SA-940(English) - KU
SA-940,Integrated Amplifier,,FU1,AEK-123,Fuse (2.5A) - S
SA-950,Integrated Amplifier,,,ANM-547,Front panel ass'y - KC
SA-950,Integrated Amplifier,,,AAD-636,"Push knob D (LOUDNESS, ADAPTOR/TAPE 2) - KC"
SA-420,Integrated Amplifier,,PL1-PL3,AEL-075,Lamp (Wire term. 8V/50mA - FUNCTION)
QL-600A,Integrated Amplifier,,S2,ASK-008-0,Lever switch (4 ch. tape mon.)
QL-600A,Integrated Amplifier,,,AHB-009-A,Protector
TX-950,Tuner,1-8,,ANE-475,Bonnet case
TX-950,Tuner,,,ARP-472-0,Service manual  TX-950 - KU
C-72,Pre-Amplifier,,FU2,AEK-037,FUSE (T250mA) - SD
SX-60,Receiver,,,AKB-076,Terminal (AM STEREO)
SX-60,Receiver,,,ADG-073,AC power cord
SX-700,Receiver,,"FU301,FU302",AEK-109,Fuse (6A)
SX-700,Receiver,,VR301,ACT-128,"Variable resistor (250k, VOLUME)"
SX-600L,Receiver,,,AEC-672,Foot assembly
SG-9,Equalizer,,,AEL-324,LED (OVERLOAD)
SG-9,Equalizer,,C1,ACG-001,Ceramic capacitor (0.01/AC 250V) - KU
GR-555,Equalizer,,,ARB1121,Operating instractlons (English) - SD/G
GR-777,Equalizer,,,ARH1053,Operating lnstructlon  GR-777 - SD
GR-777,Equalizer,,S2,AKX1007,Line voltage selector switch - SD/G
SA-530,Integrated Amplifier,,,AAB-283,"Rotary knob (SPEAKERS, BASS, TREBLE, BALANCE)"
SA-530,Integrated Amplifier,,T1,ATT-896,"Power transformer (220V, 240V) - HE"
SA-530,Integrated Amplifier,,,AKP-502,AC socket (AC OUTLETS) - HE
A-77X,Integrated Amplifier,,,ARP-692-0,"Service manual  A-77X (HE, HB, S, S/G)"
SA-8500II,Receiver,,,ABN-024,Washer faced nut M9
SX-440,Receiver,,,W16-063,Power Supply Unit (NBW)
Exclusive M3,Amplifier,1-38,,K12-002-0,Phono jack (4 jacks)
Exclusive M3,Amplifier,,,AHC-010-0,Inside packing
Exclusive M3,Amplifier,,,AHD-203-B,Packing case
SX-1000TA (Early),Receiver,,,AA3180,Dial Pointer
SX-1000TA (Later),Receiver,,,K96-006-C,Fuse Holder
SX-1000TA (Later),Receiver,,,K93-003-0,Connector 5P for Tape Recorder
SX-1500T,Receiver,,S3,S11-020-0,Output Selector (F)
SX-580/590,Receiver,,,GWX-185,Fuse assembly (SX-590/HGW4)
SX-580/590,Receiver,,,AAG-158,Dial panel (SX-580/KU)
SX-880/890,Receiver,,,AEK-102,Fuse 2.5A (SX-880/SG)
SA-5200,Integrated Amplifier,1-5,,B21-011-0,Washer
PL-A25,Turntable,84,,B33-635-A,Lock lever spring
PL-A25,Turntable,100,,D11-604-B,Shield wire
PL-A25,Turntable,102,,E31-755-0,Anti vibration rubber grommet (B)
PL-A25,Turntable,123,,E31-736-A,Packing (rubber)
PL-A25,Turntable,131,,B33-608-A,Wire spring
PL-A25,Turntable,146,,B21-667-0,Hinge plate
PL-A25,Turntable,300,,H52-647-A,Top packing
SX-6,Receiver,2-3,,BMZ40P080FZB,Screw (4X8)
SX-6,Receiver,2-32,,ADG-052,AC power cord
PL-520,Turntable,,,PAD-024,"Knob (CUT, REPEAT)"
PL-520,Turntable,,,PXT-219,Stopper assembly
PL-500,Turntable,2-27,,PXB-102,"Sub panel assembly (KUT, KCT)"
PL-500X,Turntable,2-91,,PBA-096,Screw
PL-500X,Turntable,2-102,,PXT-314,Actuator D
PL-516,Turntable,,,PAD-025,Knob (SPEED)
PL-516,Turntable,,,PXT-238,EV cam unit
PL-516,Turntable,,,PNW-597,EV rod
CT-F8282,Cassette Deck,,PL4,REL-026,Lamp (DRLBY)
CT-F8282,Cassette Deck,,,RSH-021,Switch (INPUT SELECTOR)
CT-F8282,Cassette Deck,,,AEC-178,Foot assembly
SA-8500II,Integrated Amplifier,,T2,ATT-367,Power transformer (R-KU)
CT-F700,Cassette Tape,,,RSH-027,Slide switch
CT-F700,Cassette Tape,,,RRB-088,Operating instructions (D/G type)
CT-F700,Cassette Tape,,,RPB-032,PB/REC head
CT-F700,Cassette Tape,,,RXA-751,Bearing assembly
CT-F700,Cassette Tape,,,REB-263,Bonnet cushion
CT-F700,Cassette Tape,,,RNK-432,Lens
CT-F700,Cassette Tape,,,REL-048,Pilot lamp
CT-F700,Cassette Tape,,,RHC-071,Spacer A (D/G type)
CT-F900,Casette Tape,,,RNK-567,Half cover
CT-F850,Cassette Tape,5-1,,RHG-287,Packing case (KU)
CT-F950,Cassette Tape,2-28,,RWR-067,Power supply assembly
CT-F950,Cassette Tape,2-34,,RXA-905,Foot assembly
CT-F950,Cassette Tape,3-26,,RBH-373,Spring
CT-F950,Cassette Tape,2-31,T001,RTT-175,Power transformer (CT-F950/KU)
CT-F7171,Cassette Tape,1-3,,RNA-155-B,Rear pane!
CT-F7171,Cassette Tape,2-30,,REB-117-0,Motor cushion
CT-F7171,Cassette Tape,2-40,,RBH-217-0,Spring (pause lock)
CT-F7171,Cassette Tape,2-66,,RBH-187-0,Spring for FF lever
CT-F7171,Cassette Tape,2-82,,RBH-110-B,Spring (Sliding bar)
CT-F7171,Cassette Tape,2-86,,RXA-459-A,Release lever assembly
CT-F6161,Cassette Tape,1-14,,RNC-091-A,Bottom cover
CT-F6161,Cassette Tape,2-17,,RBH-211-0,Spring (head base)
CT-F6161,Cassette Tape,2-18,,RBH-183-0,Adjusting spring (head)
CT-F6161,Cassette Tape,2-72,,RXA-466-A,Pulley assembly
CT-F6161,Cassette Tape,2-80,,REB-133-B,Counter belt A
CT-F6262,Cassette Tape,,S2,RSH-011,Slide switch (REC/PB)
CT-F6262,Cassette Tape,,,RNK-202,Illuminating plate
CT-F6262,Cassette Tape,,,RXA-692,Shaft-held plate
CT-F7272,Cassette Tape,,,RXA-690,Bracket assembly
CT-F7272,Cassette Tape,,,RNK-259,Arm
CT-F7272,Cassette Tape,,,RHL-019,Vinyl bag
SX-680/690,Receiver,,VC1,ACK-012,Tuning Capacitor
SA-710,Integrated Amplifier,,,GWS-235,Switch assembly - FUNCTION (HB Type)
SA-710,Integrated Amplifier,,,GWX-487,Headphones assembly (HB Type)
A-66X,Integrated Amplifier,1-14,,AAB-425,Rotary knob (SPEAKERS)(Silver)
A-66X,Integrated Amplifier,1-39,,AAY-232,Push knob (PHONO)(Silver)
A-66X,Integrated Amplifier,1-26,,ADG-051,AC power cord (HB)
SX-939,Receiver,,,AKM-004-A,Jumper plug
SX-939,Receiver,2-12,,ANH-210-A,Lamp box (A)
SX-838,Receiver,1-1,,ATT-168-A,Power transformer (KCU)
SX-838,Receiver,1-15,,AWR-055-A,"Power supply circuit assembly (KCU,F)"
SX-838,Receiver,1-16,,AWF-011-0,Equalizer amplifier assembly
SX-838,Receiver,2-29,,AED-018-0,Shading plate
SX-838,Receiver,2-73,,ATB-026-0,Ferrite loopstick antenna
SX-838,Receiver,,S2,ASR-007-0,Relay (KCU)
SX-737,Receiver,78,,M45-105-C,Wire supporter
SX-636,Receiver,13,,AEB-060-0,Rubber bracket
SX-636,Receiver,30,,AAB-068-A,"Knob (bass. treble, balance, volume, function)"
SX-636,Receiver,34,,AEC-004-0,Wire clip
SX-636,Receiver,55,S2,ASG-040-0,Push switch (FM muting)
SX-636,Receiver,63,,ADG-004-0,AC power cord (FV)
SX-535,Receiver,3,,AKK-002-0,Pilot lamp socket
SX-535,Receiver,82,,AAE-008-0,Sub-knob
SX-535,Receiver,89,S1,ASC-061-0,Rotary switch (FUNCTION)
SX-535,Receiver,,S5-S6,ASG-073-A,"Push switch (SPEAKER A, B)"
SX-434,Receiver,31,,E21-036-A,"Fuse 3A (protection - KCU,FV)"
SX-434,Receiver,41,,AEC-061-A,Foot
SX-434,Receiver,63,,ASA-040-0,"Rotary switch (Power - FV,GN)"
SX-450,Receiver,,,AAD-110,Knob (LOUDNESS)
SX-1980,Receiver,,,ASK-146,Lever switch (DUPLICATE)
SX-1280,Receiver,,PL4,AEL-029,Lamp (wedge type)  0.3A
SX-1280,Receiver,,PL7,AEL-067,Lamp with wires  50mA
SX-1080,Receiver,,,AKB-035,4P pin-jack
SX-1080,Receiver,,PL5,AEL-069,Pilot lamp with wire (STEREO IND.)
SX-980,Receiver,,,AKE-031,Terminal (GND)
SX-980,Receiver,,,AEL-069,Pilot lamp with wire
SX-980,Receiver,,C8,ACH-047,"Electrolytic 18,000  63V"
SX-880/890,Receiver,,,GWX-193,Meter assembly
SX-780,Receiver,,,AAD-138,Knob (MODE)
SX-680/690,Receiver,,,AAB-175,"Knob (BASS, TREBLE)"
SX-680/690,Receiver,,,AAW-091,POWER meter
SX-828,Receiver,,C8,ACH 001-C,Electrolytic  1000  63V
SX-828,Receiver,,R7,RD¼PS 473J,Carbon film  47k
SX-828,Receiver,,,E21-022-A,Fuse 3A for protection
SX-828,Receiver,,,AKP-002-0,Spare AC outlet
SX-727,Receiver,,,E21-019-A,Fuse 0.5A for protection
SX-525,Receiver,,,AWR-007-0,"Power supply unit (KUW,KUC,FVZW)"
SX-525,Receiver,,,AWR-013-0,Power supply unit (NBW)
SX-424,Receiver,,,K72-031-0,Speaker socket
SX-626 (1971),Receiver,,VR1,ACV-104-0,500k-HB dual (Balance)
SX-626 (1973),Receiver,27,,AWM-050-0,CR & meter drive assembly
SX-626 (1973),Receiver,69,,W21-004-B,Equalizer amplifier assembly
SA-9100,Integrated Amplifier,,,E21-034-A,Fuse 1A (Protection) for FVW model
SA-8100,Integrated Amplifier,28,,K13-048-0,Two-lold ground terminal
SA-8100,Integrated Amplifier,,VR2,ACT-104-0,Level control for AUX 2    100k-B2
SX-1050,Receiver,,S1,ASK-080,Lever switch-POWER (S)
SX-1050,Receiver,,,AWX-099,De-emphasis SW Assembly (KCU model)
SA-9500,Integrated Amplifier,,,AAD-040-B,Knob (LOW FILTER)
SA-9500,Integrated Amplifier,,,AAD-040-B,Knob (HIGH FILTER)
SA-8500,Integrated Amplifier,,,AKB-014-0,Phono jack-A(4P)
SA-9500II,Integrated Amplifier,,,AKR-031,Plug-in selector (4-position line voltage selector 110V/120V/220V/240V with fuse holder - S)
